DAL,UAL,AAL
9.775146,22.82,8.775384
9.850484,23.52,8.746426
9.906991,23.879999,8.900885
9.859903,24.389999,8.978119
10.566198,25.790001,9.480121
10.556782,25.65,9.354617
10.180089,25.35,8.997425
10.170672,25.77,9.171196
10.415523,25.879999,9.644236
10.236593,25.49,9.287042
10.029412,25.58,9.084311
10.359017,26.15,9.595967
10.368438,26.370001,9.460814
10.293097,25.93,9.335311
10.716874,26.68,9.962814
10.839301,26.5,9.818006
10.575615,26.25,9.653889
10.443773,25.709999,9.402888
9.878736,25.08,8.949157
9.586802,24.639999,8.929849
9.41729,24.26,8.804348
9.492628,24.15,8.78504
9.115935,23.309999,8.727118
9.059436,23.040001,8.794694
9.059436,22.73,8.582307
8.786331,21.99,8.254077
8.72041,21.9,8.263729
8.607402,21.9,7.974113
8.645073,21.91,7.761728
8.68274,21.870001,7.819651
8.72041,22.370001,7.925843
8.946424,22.48,7.887228
8.786331,22.67,7.94515
8.85225,22.719999,7.94515
9.021761,24.040001,8.109267
9.125353,24.290001,8.302345
9.238361,24.52,8.350616
9.031179,23.98,8.186499
9.360785,25.139999,8.601617
8.880504,22.99,8.389231
9.0971,23.280001,8.833308
8.842834,23.280001,8.814003
8.663908,22.91,8.543693
8.635655,22.629999,8.601617
8.748662,23.030001,8.630577
8.588568,22.639999,8.157538
8.597986,22.360001,8.051345
8.86167,22.52,8.099614
8.805165,22.860001,7.925843
8.475561,22.370001,7.781035
8.108287,21.700001,7.674842
8.193041,21.700001,7.626573
8.014114,21.200001,7.375572
7.91994,20.85,7.182494
7.590337,20.450001,6.786685
7.778682,20.629999,6.767377
7.665675,20.280001,6.661185
7.693926,20.34,6.661185
7.628006,19.950001,6.564646
7.40199,18.93,6.275029
7.552667,18.76,6.168836
7.166557,18.059999,5.966105
7.185392,17.16,5.773026
7.430241,18.120001,6.024026
7.345487,17.99,5.753718
6.997046,17.129999,5.328947
7.110054,18.129999,5.695795
6.610937,17.02,5.43514
6.56385,16.82,5.328947
6.234246,16.610001,4.797984
6.667442,18.459999,5.589603
6.290749,17,5.13587
6.56385,17.82,5.290332
6.56385,17.620001,5.3386
6.893456,18.26,5.676488
7.213644,18.950001,5.763371
7.345487,18.959999,5.493064
6.959378,18.030001,5.164831
6.789866,17.27,4.9621
6.799282,16.75,4.933139
6.836952,17.42,5.145524
6.827535,17.52,5.116561
6.432008,17.01,4.904175
6.705109,17.92,5.077947
7.062967,18.59,5.357909
7.166557,18.75,5.328947
7.091219,18.59,5.396525
6.987628,18.41,5.106907
6.846369,18.07,5.03933
6.714527,17.639999,4.865561
7.034715,18.540001,5.029676
6.884038,17.940001,4.9621
6.761614,17.73,4.846252
6.949961,17.959999,4.682137
7.524415,19.280001,5.444794
7.901106,20.129999,5.541334
7.967026,20.33,5.657179
7.910522,20.459999,5.705449
7.825767,20.76,5.599256
7.882272,20.77,5.763371
7.533832,19.83,5.647526
7.138306,19.24,5.531678
7.693926,20.459999,5.917835
7.81635,21.43,6.207451
7.665675,20.43,5.898527
7.637421,20.76,5.90818
7.486746,20.52,5.888872
7.062967,19.379999,5.30964
6.262497,17.110001,4.469751
6.865204,17.940001,4.826944
6.997046,19.01,4.991061
7.326651,19.52,5.164831
7.345487,18.879999,5.029676
7.580918,19.32,5.145524
7.731596,19.77,5.637873
7.929357,20.200001,6.014374
8.174208,20.93,6.081951
8.070618,20.780001,5.830949
7.910522,20.280001,5.647526
8.202457,20.52,5.811642
8.004695,20.08,5.560641
8.193041,20.719999,5.801989
8.155372,20.43,5.666833
8.381389,21.08,5.744064
7.948194,20.01,5.406178
8.0612,20.34,5.464102
8.136537,20.110001,5.628217
8.014114,19.4,5.73441
8.023529,19.32,5.570295
7.844603,18.9,5.30964
7.769264,18.809999,5.097255
7.81635,18.85,5.415832
7.863437,18.719999,5.30964
7.825767,18.74,5.203448
7.722176,18.200001,5.029676
7.533832,17.85,4.875214
7.175975,17.309999,4.682137
7.486746,18.02,4.836598
7.590337,18.219999,4.807637
7.533832,17.9,4.614559
7.138306,16.9,4.34425
6.855788,16.549999,4.247711
6.931125,16.59,4.26702
6.789866,16.190001,4.102903
6.855788,16.02,3.909826
6.705109,15.53,3.861556
6.705109,15.9,3.880864
6.997046,16.58,4.122211
7.345487,17.629999,4.305635
7.646838,17.969999,4.556636
8.023529,19.120001,4.769022
7.91994,19.26,4.672482
8.108287,19.84,4.942792
7.976446,20.129999,5.068292
8.0612,20.690001,5.396525
7.703343,19.709999,5.155178
8.004695,20.620001,5.425487
8.004695,20.780001,5.43514
7.524415,19.559999,5.01037
7.675091,19.83,5.396525
8.089453,20.639999,5.512372
8.494396,21.24,5.966105
8.014114,20.299999,5.628217
8.127122,20.67,5.73441
7.976446,20.299999,5.570295
7.872852,20.26,5.502717
7.844603,19.85,5.425487
7.703343,19.200001,5.2131
7.646838,18.950001,5.01037
7.618588,18.84,5.048984
7.618588,18.870001,4.894523
7.571501,18.9,4.942792
7.54325,18.52,4.855906
7.844603,18.389999,5.280677
7.835184,18.209999,5.406178
7.797516,17.93,5.522025
7.7881,17.48,5.522025
8.108287,18.01,5.705449
8.353135,18.530001,5.840605
8.334303,18.43,5.763371
8.221292,18.23,5.676488
8.400223,18.25,5.830949
8.786331,19.15,6.043335
8.86167,19.33,6.149528
8.748662,18.940001,6.043335
8.833417,19.4,6.188143
9.379621,20.41,7.259726
9.577383,21.700001,7.578303
9.784563,23.09,7.896884
10.142423,22.99,8.225115
9.935242,23.1,8.147883
10.264846,23.209999,8.591962
10.453191,24.09,8.804348
10.641537,24.969999,9.306351
10.349601,24.23,8.833308
10.330767,24.26,8.920193
10.349601,23.879999,8.78504
10.472027,24,8.649886
10.255429,23.75,8.543693
10.500277,23.969999,8.862273
10.302513,23.57,8.6885
10.198924,23.16,8.582307
10.293097,23.68,8.78504
10.198924,23.370001,8.591962
9.464375,21.24,7.616919
9.351369,20.940001,7.433495
9.125353,20.639999,7.008724
8.974675,20.41,6.748068
9.0971,20.07,6.757722
9.323117,20.58,7.153533
9.238361,20.65,7.153533
9.078266,20.41,7.153533
9.200694,20.940001,7.365917
9.106519,20.469999,6.748068
8.814584,19.879999,6.641876
8.824,19.790001,6.670838
8.918172,19.959999,6.719107
8.824,19.82,6.786685
8.654489,19.620001,6.65153
8.767498,19.83,6.719107
8.75808,19.42,6.844608
9.068848,20.389999,7.317649
8.673325,19.950001,6.902531
8.767498,20.620001,6.941147
8.974675,21.02,7.414187
9.172441,20.559999,7.365917
8.974675,19.940001,7.076301
9.059436,20.549999,7.288687
9.304281,20.969999,7.462457
9.238361,20.93,7.298341
9.41729,21.889999,7.52038
9.483211,22.34,7.616919
9.341952,21.5,7.327302
9.426707,21.49,7.211454
9.718642,22.01,7.472111
9.869319,21.43,7.587958
9.76573,21.4,7.510726
9.690391,21.08,7.481766
9.238361,20.58,7.211454
9.332535,21.040001,7.356264
9.66214,21.52,7.616919
9.539712,21.440001,7.568649
9.65272,22.299999,7.848614
9.831652,22.67,7.896884
9.916405,22.700001,7.916189
10.189507,23.34,9.180851
10.123588,22.91,9.016734
9.784563,22.85,8.717463
9.869319,22.82,8.987773
9.869319,22.969999,9.267736
9.793981,22.120001,9.460814
10.189507,22.17,9.95316
10.321349,21.92,9.90489
10.406106,21.91,9.808351
10.236593,21.66,9.90489
10.321349,21.57,10.339315
10.359017,22.280001,10.329661
10.519114,23.59,10.715818
10.519114,23.9,10.638586
10.274263,23.469999,10.416547
10.387269,23.76,10.551702
10.707458,24.110001,10.928204
10.763962,24,10.850973
10.519114,23.690001,10.74478
10.726294,23.66,10.74478
9.803395,21.9,9.837314
9.549133,20.93,9.711813
9.963493,21.92,10.339315
9.925826,21.83,10.252432
10.114168,22.309999,10.61928
10.613286,23.530001,11.739132
10.707458,23.57,11.874287
11.1124,23.879999,12.183208
11.065314,24.17,12.250788
11.394919,25.17,12.762442
10.839301,24.360001,12.202518
9.586802,22.52,10.79305
9.963493,23.280001,11.217818
9.991744,23.530001,11.372282
9.680972,22.92,10.889588
9.775146,23.49,11.729475
9.577383,22.049999,10.966817
9.454957,22.040001,11.034396
9.690391,22.799999,11.555708
9.841066,22.83,12.048053
9.66214,22.32,11.613629
10.010576,23.02,12.067362
10.274263,23.709999,12.260441
10.556782,24.540001,12.579019
10.575615,24.18,13.003791
10.396688,24.25,12.714174
9.906991,23.65,12.212171
10.490861,23.83,12.43421
10.42494,23.969999,12.849328
10.509696,24.25,12.936213
10.311933,24.33,12.868636
10.472027,24.82,13.081022
10.133005,24.08,12.75279
10.010576,23.610001,13.003791
10.359017,24.24,13.389946
10.274263,23.9,13.023097
10.095336,23.860001,13.428559
10.443773,24.790001,13.631292
10.123588,23.780001,13.486485
10.189507,24.139999,13.949868
10.330767,24.23,13.602331
10.170672,23.6,13.583024
9.633885,22.84,12.955521
9.41729,22.049999,12.067362
9.360785,21.549999,11.594321
9.0971,21.549999,11.661898
8.786331,20.379999,11.188858
8.918172,20.41,10.764088
8.86167,19.200001,10.802703
8.871085,19.059999,10.957164
8.918172,19.030001,10.899241
9.087683,18.889999,11.063356
8.927588,18.17,10.455162
8.692158,18.16,10.310356
8.748662,18.26,10.513086
8.824,18.48,10.435856
8.776915,18.42,9.595967
8.842834,18.32,10.040045
8.54148,17.889999,9.702161
8.532064,17.780001,9.721467
8.72041,18.190001,9.769736
8.739244,18.049999,9.769736
8.72041,18.200001,9.798699
8.503815,18.290001,9.567004
8.597986,18.4,9.731121
8.908754,19.450001,10.223468
9.144189,19.57,11.024745
8.974675,19.35,11.208166
8.616821,19.290001,10.657893
8.57915,19.27,10.725471
8.532064,19.02,10.657893
8.193041,18.52,10.435856
8.108287,18.33,10.088315
8.051784,18.32,10.040045
8.145955,18.450001,10.291047
8.0612,18.1,10.088315
8.362552,19.07,10.831664
8.663908,19.57,11.024745
8.739244,19.700001,11.719823
8.833417,20.059999,11.584669
8.739244,19.799999,11.217818
8.946424,20.309999,11.410898
8.899338,20.09,10.860626
8.729829,20.059999,10.165545
8.692158,19.73,10.19451
8.437892,19.27,9.95316
8.824,20.690001,10.590317
8.616821,20.26,10.310356
8.54148,20.02,10.300702
8.597986,20.200001,10.14624
8.494396,19.83,9.9242
8.626237,20.16,10.136584
8.692158,19.360001,10.00143
8.626237,19.5,10.097968
8.918172,19.790001,10.377933
9.200694,19.940001,10.503433
9.567966,21.139999,11.372282
9.549133,20.809999,11.266089
9.680972,21.07,11.256434
9.539712,20.9,11.169551
9.3137,20.49,10.908897
9.266612,20.18,10.947512
9.181858,19.91,10.783395
9.436126,20,10.966817
9.520879,20.4,11.024745
9.407872,20.35,11.179206
9.596218,20.620001,11.217818
9.615051,20.59,11.314359
9.41729,20.129999,11.073012
9.549133,20.48,11.507437
9.558548,20.49,11.671551
9.454957,20.27,11.941861
9.078266,19.26,11.555708
9.078266,19.219999,11.507437
9.068848,19.209999,11.758438
9.134771,19.48,12.115633
9.134771,19.73,12.096324
9.200694,20.25,12.202518
9.454957,20.469999,12.231477
9.360785,20.530001,12.154249
9.690391,21.23,12.569366
9.596218,21.049999,12.173553
9.699809,21.040001,11.864632
9.615051,20.940001,12.154249
9.002929,19.98,11.594321
8.937007,19.51,11.642592
8.786331,19.5,11.352976
8.993512,19.700001,11.652245
9.115935,19.77,12.057711
9.153607,19.92,12.038401
9.266612,20.1,12.067362
9.228945,20.18,12.472826
9.24778,20.139999,12.279748
9.41729,20.18,12.521095
9.464375,20.17,12.550057
9.41729,20.219999,12.443863
9.059436,19.82,12.221825
9.163022,19.85,11.951515
9.144189,19.889999,11.690861
9.436126,20.51,12.173553
9.520879,20.51,12.328018
9.549133,20.889999,12.337671
10.038831,21.709999,12.43421
10.095336,21.41,12.260441
10.632121,23.059999,12.521095
10.566198,23.01,12.385942
10.575615,23.35,12.347326
10.858135,23.57,12.501785
11.140655,23.959999,13.013442
11.244242,24.110001,13.071368
11.168904,24.190001,12.974829
11.093568,23.870001,12.868636
10.971143,23.68,12.772096
10.895805,23.190001,12.646597
10.829883,23.040001,12.347326
11.178323,23.379999,13.032752
11.517345,24.190001,13.496137
11.846951,24.93,13.187213
12.223642,25.85,14.220179
12.233058,25.67,14.32637
12.223642,25.620001,14.635298
12.346066,25.639999,14.606335
12.524995,25.389999,14.615988
12.572081,25.99,14.268449
12.656837,25.99,14.162257
12.835767,25.959999,13.814718
13.108867,26.200001,14.123642
13.024114,25.76,13.978834
12.816931,24.790001,13.940216
13.193625,25.200001,14.336026
12.977023,25,14.548411
13.118286,25.540001,14.162257
13.344301,25.5,14.451873
13.1277,24.799999,14.509798
12.882854,23.959999,13.920909
13.033527,24.08,13.805062
13.080614,24.15,13.785754
13.014692,24.18,13.631292
13.052362,23.950001,13.505792
13.118286,24.26,13.602331
13.626818,25.32,14.056065
13.994092,25.719999,14.587029
13.768077,26.309999,14.239489
13.833997,26.51,13.959526
13.655069,25.889999,13.776103
13.918756,26.190001,14.152602
13.410218,25.870001,13.505792
13.607983,26.370001,13.998141
13.466724,26.75,13.766447
13.014692,26.08,12.868636
12.769847,25.91,12.907251
12.948772,26.360001,13.100329
13.203041,26.290001,12.569366
13.090033,25.98,12.801058
13.438473,26.959999,12.945868
13.438473,26.709999,12.965175
13.956424,27.379999,13.138944
14.738058,28.82,13.418908
14.935821,29.549999,13.563716
14.756893,29.299999,14.065718
14.973492,29.610001,14.307065
15.293676,31.35,14.403604
15.284261,30.610001,14.606335
15.095915,29.950001,14.963531
15.406687,30.84,15.35934
15.33135,31.17,15.687572
15.067664,30.940001,15.426916
15.32193,31.200001,15.726186
15.5762,31.799999,16.199228
16.075312,32.5,16.63365
15.858714,32.299999,16.411612
15.736289,31.870001,16.276459
15.359598,31.9,16.025457
15.585613,31.790001,15.938571
15.623285,32.330002,16.073727
15.547944,32.009998,16.382652
15.303094,30.969999,16.093035
14.06943,29.379999,15.195222
13.711576,28.66,14.992492
13.890504,29.299999,15.146953
13.551479,29.27,15.175916
14.060014,30.049999,15.291762
13.937589,29.290001,15.156607
14.361366,29.83,15.233838
14.643885,30.27,15.629648
14.577964,30.280001,15.581377
14.041179,29.09,15.050413
14.945238,30.860001,15.803417
14.625052,30.91,15.948226
14.267195,30.23,15.542763
14.370784,30.6,15.465532
14.257777,30.15,14.982838
15.745705,31.1,15.73584
15.510273,31.389999,15.88065
15.340766,30.889999,15.658608
15.830464,31.139999,16.015806
15.962307,32,16.228189
16.141235,32.299999,16.315077
15.858714,32.009998,16.025457
16.47084,32.599998,16.353687
16.913452,33.009998,16.430922
17.007629,33.549999,16.411612
17.026461,33.380001,16.392307
17.572662,33.279999,16.739845
16.668606,32.560001,16.778461
17.073545,32.880001,17.145309
16.847532,32.919998,17.106693
17.18656,33.290001,17.473539
17.855177,34.419998,18.158966
17.553829,34.5,18.458237
17.459658,34.75,18.352043
17.290146,34.290001,17.946581
17.073545,33.349998,17.328733
17.12063,33.240002,17.309425
17.412569,34.360001,17.560427
17.826929,34.369999,17.579731
17.629168,33.830002,17.492851
17.026461,33,17.212887
17.045296,32.639999,17.058422
16.960543,32.459999,16.961887
16.77219,32.16,17.116343
17.035879,32.200001,17.039116
16.536757,31.24,16.363344
16.47084,30.67,16.064075
17.308977,32.939999,16.430922
17.506739,33.279999,16.662613
17.440821,32.450001,16.334377
17.01704,32.040001,16.295767
17.619747,32.66,16.421268
17.751591,32.669998,16.344034
17.723341,32.09,16.363344
17.864597,32.419998,16.623999
17.600918,31.82,16.469536
17.337233,31.16,16.150959
17.214804,30.059999,15.774455
16.348415,29.48,15.571727
17.092381,30.75,15.890301
17.337233,30.73,15.610339
17.600918,31.360001,15.745495
17.619747,31.290001,15.851686
18.231871,32.540001,16.218534
17.883432,31.49,15.861341
17.337233,31.23,16.170267
17.892847,31.799999,16.257151
17.921101,31.5,16.353687
18.203617,32,16.759153
17.610331,30.75,16.575731
17.761007,30.84,16.76881
18.165955,31.440001,16.95223
18.307215,32.009998,17.145309
18.165955,31.16,17.328733
18.759241,33.689999,17.81143
19.361944,34.490002,17.782465
19.107681,34.509998,17.599045
19.18302,35,17.521809
19.258358,34.560001,17.425272
19.587961,34.970001,17.859697
20.228336,34.299999,18.178274
20.623865,36.25,18.429274
20.077662,34.849998,18.564426
19.955238,34.970001,18.535473
19.992903,34.849998,18.680275
20.76512,35.310001,18.709234
20.670952,35.650002,18.265162
20.444933,34.889999,18.506508
19.757473,33.57,18.265162
19.814137,34.060001,18.21689
19.889692,34.810001,18.323084
19.426926,33.709999,17.956238
19.870804,33.209999,18.168621
18.463606,30.73,15.793768
17.981943,30.040001,15.610339
18.444715,30.1,15.175916
18.728046,30.860001,15.455876
18.066938,30.030001,15.098683
18.12361,30.059999,15.253146
18.473049,29.73,15.262801
19.124704,30.110001,15.706881
19.001932,29.719999,15.600687
19.143597,29.860001,15.648956
18.048058,27.709999,14.934566
18.066938,27.93,14.809068
18.548603,28.5,15.40761
18.6336,28.459999,15.600687
18.73749,28.65,15.822725
19.181374,29.33,16.228189
19.124704,29.700001,16.401962
18.784712,29.719999,16.218534
20.550797,31.030001,16.865343
21.37245,33.299999,17.492851
21.174116,32.66,17.106693
20.938009,31.690001,17.019806
21.221338,32.200001,17.251499
21.863552,32.66,17.444582
22.024107,32.950001,18.072083
22.014656,33.279999,18.033468
22.146883,33.790001,18.313429
22.005215,33.5,18.236197
22.024107,33.18,18.207237
22.439655,33.889999,18.332737
22.486877,34.130001,18.516163
22.675766,34.07,18.796122
22.26021,30.91,18.419621
22.279104,30.709999,18.303772
22.864649,31.379999,19.008509
22.90243,30.93,19.15332
23.176308,31.65,19.771168
23.790192,31.74,19.819439
23.469086,30.969999,19.684282
22.883537,30.24,19.327089
22.90243,30.08,19.365702
23.147976,30.120001,19.790478
23.04409,30.120001,20.002859
22.770203,29.92,19.867702
22.685207,29.65,19.790478
23.062983,29.950001,19.906321
23.41242,31.15,20.273169
23.620197,30.92,20.408321
23.31797,30.57,20.485556
24.073515,31.18,21.190287
24.186853,30.950001,20.659323
24.857393,31.299999,21.885366
24.84795,31.17,21.383364
24.687397,32.119999,21.248211
24.885733,33.91,21.595753
25.008505,33.91,21.798483
24.914055,33.950001,21.209591
25.21628,35.540001,21.663328
25.973526,35.849998,21.923985
25.992456,35.52,21.895023
25.443453,34.490002,21.624712
25.254141,33.990002,21.315786
25.452919,35.360001,22.406677
26.001925,35.310001,22.464602
26.617182,36.790001,22.705952
26.304821,36.02,22.503218
26.446806,36.5,22.841106
26.617182,36.73,23.063141
26.617182,36.380001,23.555489
26.361614,37.799999,23.39138
26.229097,37.27,23.227259
26.54146,37.110001,23.159681
27.071531,38.540001,23.429989
27.611069,39.830002,23.40103
27.48802,39.049999,22.985914
27.771978,39.43,23.150028
27.431219,39.25,22.667334
27.450155,38.560001,22.242563
26.550924,37.169998,21.615061
26.134441,37.57,21.113062
26.446806,36.790001,21.576441
26.721304,36.740002,21.76952
27.336569,37.549999,23.748573
27.232443,37.639999,24.018877
26.181765,36.580002,25.09046
26.702377,37.619999,24.569151
26.853825,38.529999,25.322151
26.427874,38.470001,25.689003
25.500246,37.310001,25.19665
25.661161,37.290001,25.322151
26.039783,37.27,25.215961
26.077644,37.389999,25.418692
26.096577,36.98,25.273884
26.35215,37.599998,25.341463
26.390011,38.07,25.225613
25.585438,36.779999,24.076801
25.736887,37.299999,23.922344
26.001925,37.830002,24.376072
26.219633,37.73,24.482264
27.667864,39.950001,25.621426
27.724655,39.360001,26.094465
27.241913,38.689999,25.978621
28.207397,41.02,26.673697
29.400061,43.799999,28.401741
29.788151,45.080002,28.334166
29.267544,44.599998,27.658394
30.299284,46.75,27.870777
29.816547,46.5,27.841818
29.892273,47.209999,28.324514
29.409523,47.07,28.98098
30.365551,47.91,29.598827
31.084932,49.18,30.120132
30.763113,48.43,30.264946
29.44739,46.130001,29.347824
28.955177,45.27,29.135443
29.248611,46.029999,30.853832
28.320986,45.43,31.838524
28.945715,46.43,32.630154
28.97411,45.84,32.388798
27.809843,43.82,32.784615
28.339918,43.970001,32.871502
28.415644,43.610001,32.630154
29.239145,45.029999,33.460381
29.958525,45.540001,34.435417
29.542044,45.110001,34.348541
29.731356,44.009998,33.914112
29.46632,44.490002,33.489342
29.674566,45.099998,33.817574
29.665098,44.5,33.219032
29.267544,43.66,33.122509
28.992512,43.279999,33.392799
30.196972,45.689999,34.425774
30.121098,45.599998,34.918118
30.775496,46.099998,35.381512
31.524736,47.259998,35.719395
31.780798,46.810001,35.47805
31.600594,46.509998,35.294621
31.496271,44.959999,35.651817
30.908274,44.009998,34.850544
32.672291,45.240002,36.04763
32.928356,47.099998,36.549629
33.544811,47.98,37.466747
33.535332,47.75,37.669483
33.355129,46.66,37.611553
33.118027,46.200001,36.762012
32.719711,45.939999,36.260006
31.847187,44.93,35.468395
32.359318,44.400002,35.08223
32.435192,45.639999,36.395161
32.311893,45.220001,36.057285
31.989437,44.669998,35.796627
31.904081,45.23,35.294621
31.041048,44.330002,34.860191
31.600594,44.450001,35.526318
32.653324,45.200001,36.588242
32.207581,44.130001,35.429779
32.368805,43.889999,34.531963
31.799765,42.959999,34.165123
32.861973,44.630001,35.333233
33.905205,46.900002,36.626858
33.857784,47.23,36.404819
33.544811,46.450001,36.04763
32.824036,44.880001,35.294621
32.236034,44.349998,34.541615
31.780798,43.310001,34.734692
32.937836,44.52,35.62286
31.306595,42.279999,34.068573
30.841883,41.490002,32.514301
30.092646,41.119999,32.215027
30.263363,41.98,32.552917
31.88512,43.939999,34.28096
32.017891,43.549999,34.17477
32.188599,43.779999,34.435417
33.146488,45.810001,34.90847
35.176056,46.060001,35.806278
34.834637,41.529999,35.970394
34.208691,39.41,34.754002
33.99057,39.200001,33.943081
34.844124,41.560001,34.28096
34.92947,40.869999,33.85619
35.20451,40.919998,35.130508
35.308834,40.720001,35.227055
35.61232,40.52,35.333233
35.745094,40.09,35.40081
36.324547,39.900002,35.931778
35.811584,40.369999,36.926125
35.783089,40.16,36.935783
36.714008,41.580002,38.026676
36.83749,42.139999,37.949444
36.51453,41.889999,37.495712
36.220043,40.799999,36.868206
35.963581,40.509998,37.196434
36.467026,41.240002,37.23505
35.935081,40.380001,36.916473
36.419525,41.32,36.993706
36.695015,42,37.37986
37.19846,43.57,37.756363
37.483425,43.490002,37.988052
38.252861,44.889999,38.422482
38.129375,44.599998,38.441788
37.910892,44.369999,38.77002
38.727814,46.700001,39.793331
39.088783,47.509998,40.005718
40.057682,46.869999,41.337955
39.421246,47,40.94215
40.114685,48.049999,42.361267
39.772701,46.380001,42.081303
39.820206,47.759998,42.14888
38.670822,45.259998,40.826302
36.571518,42.599998,38.808643
37.274452,42.779999,38.98241
36.894485,42.529999,39.638878
37.511932,43.919998,40.420834
37.758907,43.759998,41.183498
37.63541,43.630001,41.569653
37.587921,43.66,43.008076
37.112968,43.150002,42.824661
36.638016,41.790001,41.685501
37.378933,41.810001,42.390232
37.331451,41.509998,43.008076
37.359951,41.490002,42.477119
36.780502,41.07,41.473118
38.290859,42.259998,42.341969
36.324547,39.27,40.498077
36.666515,39.880001,40.179493
35.051666,38.619999,38.712093
34.614704,39.540001,38.866554
35.108658,40.07,40.536682
35.574116,45.169998,41.337955
35.365131,45.700001,41.395882
35.507622,44.919998,41.492413
36.125057,45.220001,42.187504
35.97308,44.900002,41.975109
34.738186,43.349998,40.256725
35.317635,44.25,41.434494
35.28915,43.790001,41.009727
35.792603,44.82,40.913189
37.188961,46,41.830315
36.163063,44.919998,40.700806
36.153553,46.779999,40.237408
36.277046,46.549999,38.895527
35.792603,45.84,38.161823
35.944576,46.970001,38.181129
35.583614,46.389999,37.60043
35.697601,46.73,38.161774
35.412628,45.5,36.913261
34.415222,43.939999,35.98415
34.300945,43.889999,36.255138
33.910526,43.259998,35.674442
34.510456,42.950001,35.98415
34.938972,43.119999,36.748745
34.767559,42.799999,36.313213
35.491295,44.110001,36.893917
36.567371,45.919998,38.297279
36.691158,46.009998,37.929504
37.624386,47.84,39.352219
37.652969,47.68,39.129612
38.586197,49.25,39.294144
38.005299,48.009998,38.239208
38.481438,48.459999,38.568275
38.586197,48.509998,38.1521
37.995781,48.220001,37.832722
38.24337,48.220001,37.735924
37.986256,48.32,37.910141
37.691051,47.610001,37.629471
38.976624,49.990002,39.197365
36.967323,49.029999,37.8811
37.414894,50.419998,37.232655
37.348232,50.73,36.632587
37.17683,51.130001,37.00037
36.967323,50.84,36.739059
37.662479,51.740002,37.339119
37.672005,51.029999,36.864887
37.795803,50.41,36.43903
37.329185,49.560001,35.877678
37.633919,49.540001,36.758411
37.081589,48.93,36.255138
37.557732,49.900002,36.826164
36.795914,49.380001,35.451836
36.138836,47.790001,34.435608
35.90078,48.25,34.193645
35.862671,48.200001,34.958244
34.910412,47.009998,34.077507
34.777084,47.330002,34.774353
34.281902,46.75,33.903301
34.424744,46.790001,34.338825
33.234406,45.470001,33.283878
33.596268,46.130001,32.838688
35.186565,48.279999,35.064709
34.38665,46.939999,33.806515
33.58675,45.490002,32.993534
33.148701,43.830002,31.938591
32.101192,45.040001,30.951401
31.339373,43.740002,29.789993
29.425303,40.549999,27.660755
31.225101,43.169998,30.496515
30.834675,42.549999,30.670727
31.729807,43.77,31.909559
32.748741,44.68,32.306374
34.319988,47.290001,34.0872
35.691277,49.509998,36.632587
35.519855,49.060001,35.848652
36.110271,49.419998,37.242336
37.557732,49.619999,38.539227
37.852936,51.73,38.626335
37.938644,52.360001,38.945732
37.691051,52.259998,38.655373
37.272045,51.740002,39.101696
38.310024,52.810001,40.120476
38.671894,54.279999,40.751144
40.300282,55.209999,41.430332
39.956734,54.110001,40.993713
40.939667,55.66,41.857254
40.739265,54.18,41.915459
41.388195,54.830002,42.52673
41.836716,54.66,42.148327
41.416828,54.599998,42.138622
42.065746,56.759998,42.808105
41.750832,56.099998,42.701378
41.445446,55.990002,42.3909
42.743301,58.290001,43.710461
42.418842,57.540001,42.788704
41.951221,56.389999,42.84692
41.120991,55.330002,42.022194
41.521793,55.91,41.925167
42.065746,56.25,42.837227
42.218437,56.599998,43.632839
44.537399,61.23,47.086975
43.535378,59.57,46.456306
42.628788,59.380001,46.436897
42.705135,59.290001,46.805599
44.29882,61.75,48.173687
45.119522,63.029999,49.493233
45.176777,64.25,49.308887
44.212936,62.52,46.873524
44.107964,63.689999,47.484791
46.121544,65.800003,49.027508
45.501247,64.099998,48.484158
45.615757,64.040001,49.328293
43.306351,61.630001,46.533932
44.060242,62.849998,47.348949
44.632828,64.25,48.649109
45.214951,64.139999,49.202164
45.24358,64,49.328293
44.976383,62.48,48.717026
45.854336,64.93,49.900749
46.178795,65.279999,50.414993
46.550972,65.220001,51.278526
46.980419,66.050003,51.831577
46.942242,66.889999,52.035336
46.932705,66.339996,52.307014
46.150173,66.150002,52.277905
45.062263,64.580002,51.462879
44.823689,65.529999,51.433765
45.987934,66.639999,52.064442
44.737797,65.339996,50.473206
43.955269,65.919998,48.105759
44.480137,66.410004,48.901371
43.23954,64.050003,47.940811
42.991421,63.830002,47.940811
43.745327,65.75,48.328918
46.923153,68.029999,51.181499
46.932705,69.209999,52.074139
48.383244,72.339996,53.937054
48.249641,73.099998,54.034077
47.858379,73.620003,53.80122
46.932705,71.800003,51.132988
46.245594,70.769997,49.114838
47.915627,73.529999,50.686668
45.148155,69.370003,47.620628
44.384708,69.379997,47.271336
43.907551,67.970001,46.087601
44.814144,71.699997,47.989323
44.031616,69.599998,47.454601
43.430401,67.580002,46.812931
42.418842,64.57,45.237911
43.249084,67.629997,46.715706
42.924622,67.120003,46.268478
42.762398,67.339996,46.550426
42.466553,66.230003,47.046268
42.714668,64.93,46.676815
43.288414,66.720001,47.940712
43.909958,66.089996,48.397659
45.363419,68.010002,49.603237
45.124374,68.839996,49.885185
45.927601,70.889999,50.089348
